"MEASURE" "ACTIVITY" "SUBJECT" "AVERAGE"
"Gravity Acceleration-std()-Y" "SITTING" 27 -0.982553336571429
"Gravity Acceleration-std()-Y" "SITTING" 28 -0.971766352361111
"Gravity Acceleration-std()-Y" "SITTING" 29 -0.973604289833333
"Gravity Acceleration-std()-Y" "SITTING" 30 -0.959361306774194
"Gravity Acceleration-std()-Y" "STANDING" 1 -0.981225957924528
"Gravity Acceleration-std()-Y" "STANDING" 2 -0.97419442037037
"Gravity Acceleration-std()-Y" "STANDING" 3 -0.957425321803279
"Gravity Acceleration-std()-Y" "STANDING" 4 -0.917613464821429
"Gravity Acceleration-std()-Y" "STANDING" 5 -0.931973943392857
"Gravity Acceleration-std()-Y" "STANDING" 6 -0.96844910122807
"Gravity Acceleration-std()-Y" "STANDING" 7 -0.966162998679245
"Gravity Acceleration-std()-Y" "STANDING" 8 -0.958904114074074
"Gravity Acceleration-std()-Y" "STANDING" 9 -0.972573867555556
"Gravity Acceleration-std()-Y" "STANDING" 10 -0.975410724090909
"Gravity Acceleration-std()-Y" "STANDING" 11 -0.981047828723404
"Gravity Acceleration-std()-Y" "STANDING" 12 -0.970482614590164
"Gravity Acceleration-std()-Y" "STANDING" 13 -0.974681225789474
"Gravity Acceleration-std()-Y" "STANDING" 14 -0.965781048333333
"Gravity Acceleration-std()-Y" "STANDING" 15 -0.965687978301887
"Gravity Acceleration-std()-Y" "STANDING" 16 -0.980552435769231
"Gravity Acceleration-std()-Y" "STANDING" 17 -0.975810476025641
"Gravity Acceleration-std()-Y" "STANDING" 18 -0.981335941917808
"Gravity Acceleration-std()-Y" "STANDING" 19 -0.971426607808219
"Gravity Acceleration-std()-Y" "STANDING" 20 -0.957462721369863
"Gravity Acceleration-std()-Y" "STANDING" 21 -0.977681415955056
"Gravity Acceleration-std()-Y" "STANDING" 22 -0.971080742857143
"Gravity Acceleration-std()-Y" "STANDING" 23 -0.984818648823529
"Gravity Acceleration-std()-Y" "STANDING" 24 -0.968155388695652
"Gravity Acceleration-std()-Y" "STANDING" 25 -0.980642970675676
"Gravity Acceleration-std()-Y" "STANDING" 26 -0.966986433783784
"Gravity Acceleration-std()-Y" "STANDING" 27 -0.97964105225
"Gravity Acceleration-std()-Y" "STANDING" 28 -0.962801441898734
"Gravity Acceleration-std()-Y" "STANDING" 29 -0.985134032307692
"Gravity Acceleration-std()-Y" "STANDING" 30 -0.95814576338983
"Gravity Acceleration-std()-Y" "WALKING" 1 -0.971305961473684
"Gravity Acceleration-std()-Y" "WALKING" 2 -0.972116879661017
"Gravity Acceleration-std()-Y" "WALKING" 3 -0.962355639482759
"Gravity Acceleration-std()-Y" "WALKING" 4 -0.967963221
"Gravity Acceleration-std()-Y" "WALKING" 5 -0.961585474821429
"Gravity Acceleration-std()-Y" "WALKING" 6 -0.964248568070175
"Gravity Acceleration-std()-Y" "WALKING" 7 -0.969404155087719
"Gravity Acceleration-std()-Y" "WALKING" 8 -0.956781505625
"Gravity Acceleration-std()-Y" "WALKING" 9 -0.971242423076923
"Gravity Acceleration-std()-Y" "WALKING" 10 -0.971114719811321
"Gravity Acceleration-std()-Y" "WALKING" 11 -0.966240553559322
"Gravity Acceleration-std()-Y" "WALKING" 12 -0.9646191738
"Gravity Acceleration-std()-Y" "WALKING" 13 -0.960899845614035
"Gravity Acceleration-std()-Y" "WALKING" 14 -0.954455935762712
"Gravity Acceleration-std()-Y" "WALKING" 15 -0.971056501481481
"Gravity Acceleration-std()-Y" "WALKING" 16 -0.973784841960784
"Gravity Acceleration-std()-Y" "WALKING" 17 -0.968613202622951
"Gravity Acceleration-std()-Y" "WALKING" 18 -0.975311658928571
"Gravity Acceleration-std()-Y" "WALKING" 19 -0.958651200384615
"Gravity Acceleration-std()-Y" "WALKING" 20 -0.962003383529412
"Gravity Acceleration-std()-Y" "WALKING" 21 -0.964144520576923
"Gravity Acceleration-std()-Y" "WALKING" 22 -0.963639340217391
"Gravity Acceleration-std()-Y" "WALKING" 23 -0.966550706949153
"Gravity Acceleration-std()-Y" "WALKING" 24 -0.962578844310345
"Gravity Acceleration-std()-Y" "WALKING" 25 -0.965093441081081
"Gravity Acceleration-std()-Y" "WALKING" 26 -0.969040314237288
"Gravity Acceleration-std()-Y" "WALKING" 27 -0.973792999824561
"Gravity Acceleration-std()-Y" "WALKING" 28 -0.968780859814815
"Gravity Acceleration-std()-Y" "WALKING" 29 -0.975272848113208
"Gravity Acceleration-std()-Y" "WALKING" 30 -0.970176562153846
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 1 -0.937018658979592
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 2 -0.940068525531915
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 3 -0.946094637755102
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 4 -0.932066041111111
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 5 -0.912363420851064
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 6 -0.93357760125
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 7 -0.952678693617021
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 8 -0.941580934473684
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 9 -0.936306558809524
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 10 -0.937003823684211
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 11 -0.926310469565217
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 12 -0.94329842826087
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 13 -0.92854437106383
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 14 -0.920725940666667
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 15 -0.925685893571429
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 16 -0.955487793617021
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 17 -0.946576675652174
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 18 -0.932962218181818
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 19 -0.917880864102564
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 20 -0.908577153777778
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 21 -0.940111830666667
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 22 -0.945824352777778
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 23 -0.93901254962963
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 24 -0.941478979454546
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 25 -0.937816011034483
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 26 -0.9354258554
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 27 -0.934963993181818
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 28 -0.948404212173913
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 29 -0.91390306375
"Gravity Acceleration-std()-Y" "WALKING_DOWNSTAIRS" 30 -0.918678752419355
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 1 -0.952849233207547
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 2 -0.92376745375
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 3 -0.909825953898305
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 4 -0.923376019038462
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 5 -0.900511719787234
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 6 -0.912900683137255
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 7 -0.939774255490196
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 8 -0.931032068536585
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 9 -0.901317321632653
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 10 -0.937039417446809
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 11 -0.924360832962963
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 12 -0.941378352307692
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 13 -0.922054968727273
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 14 -0.907231431296296
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 15 -0.927648821458333
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 16 -0.933657461176471
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 17 -0.91597346625
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 18 -0.942056881206897
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 19 -0.9010448505
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 20 -0.92459435372549
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 21 -0.941523624255319
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 22 -0.941620221904762
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 23 -0.910474557058824
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 24 -0.916690779830509
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 25 -0.931758272769231
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 26 -0.937858157818182
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 27 -0.947713378627451
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 28 -0.927641087843137
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 29 -0.923007798367347
"Gravity Acceleration-std()-Y" "WALKING_UPSTAIRS" 30 -0.914933936
"Gravity Acceleration-std()-Z" "LAYING" 1 -0.85236629022
"Gravity Acceleration-std()-Z" "LAYING" 2 -0.984230418125
"Gravity Acceleration-std()-Z" "LAYING" 3 -0.964807543870968
"Gravity Acceleration-std()-Z" "LAYING" 4 -0.976176608888889
"Gravity Acceleration-std()-Z" "LAYING" 5 -0.977076645
"Gravity Acceleration-std()-Z" "LAYING" 6 -0.928130738421053
"Gravity Acceleration-std()-Z" "LAYING" 7 -0.961908984423077
"Gravity Acceleration-std()-Z" "LAYING" 8 -0.94183626337037
"Gravity Acceleration-std()-Z" "LAYING" 9 -0.9712046902
"Gravity Acceleration-std()-Z" "LAYING" 10 -0.963045642431035
"Gravity Acceleration-std()-Z" "LAYING" 11 -0.984192606315789
"Gravity Acceleration-std()-Z" "LAYING" 12 -0.9596439555
"Gravity Acceleration-std()-Z" "LAYING" 13 -0.959892863709677
"Gravity Acceleration-std()-Z" "LAYING" 14 -0.90130385627451
"Gravity Acceleration-std()-Z" "LAYING" 15 -0.950710357083333
"Gravity Acceleration-std()-Z" "LAYING" 16 -0.967886002
"Gravity Acceleration-std()-Z" "LAYING" 17 -0.957164565211268
"Gravity Acceleration-std()-Z" "LAYING" 18 -0.990957249538462
"Gravity Acceleration-std()-Z" "LAYING" 19 -0.988819031566265
"Gravity Acceleration-std()-Z" "LAYING" 20 -0.9765185525
"Gravity Acceleration-std()-Z" "LAYING" 21 -0.952416332444444
"Gravity Acceleration-std()-Z" "LAYING" 22 -0.952435389166667
"Gravity Acceleration-std()-Z" "LAYING" 23 -0.976780462083333
"Gravity Acceleration-std()-Z" "LAYING" 24 -0.979239668194444
"Gravity Acceleration-std()-Z" "LAYING" 25 -0.610161166287671
"Gravity Acceleration-std()-Z" "LAYING" 26 -0.984081708947368
"Gravity Acceleration-std()-Z" "LAYING" 27 -0.989056311351351
"Gravity Acceleration-std()-Z" "LAYING" 28 -0.97912466575
"Gravity Acceleration-std()-Z" "LAYING" 29 -0.98577817826087
"Gravity Acceleration-std()-Z" "LAYING" 30 -0.983274524857143
"Gravity Acceleration-std()-Z" "SITTING" 1 -0.949040933191489
"Gravity Acceleration-std()-Z" "SITTING" 2 -0.954415873043478
"Gravity Acceleration-std()-Z" "SITTING" 3 -0.897736318269231
"Gravity Acceleration-std()-Z" "SITTING" 4 -0.9509492546
"Gravity Acceleration-std()-Z" "SITTING" 5 -0.945008999545455
"Gravity Acceleration-std()-Z" "SITTING" 6 -0.955475832363636
"Gravity Acceleration-std()-Z" "SITTING" 7 -0.868602535416667
"Gravity Acceleration-std()-Z" "SITTING" 8 -0.935475331521739
"Gravity Acceleration-std()-Z" "SITTING" 9 -0.88585411242
"Gravity Acceleration-std()-Z" "SITTING" 10 -0.966898520555556
"Gravity Acceleration-std()-Z" "SITTING" 11 -0.971661610754717
"Gravity Acceleration-std()-Z" "SITTING" 12 -0.956208629607843
"Gravity Acceleration-std()-Z" "SITTING" 13 -0.930979556938776
"Gravity Acceleration-std()-Z" "SITTING" 14 -0.938415738148148
"Gravity Acceleration-std()-Z" "SITTING" 15 -0.952973658983051
"Gravity Acceleration-std()-Z" "SITTING" 16 -0.945813561478261
"Gravity Acceleration-std()-Z" "SITTING" 17 -0.9566106440625
"Gravity Acceleration-std()-Z" "SITTING" 18 -0.978340183157895
"Gravity Acceleration-std()-Z" "SITTING" 19 -0.960394960821918
"Gravity Acceleration-std()-Z" "SITTING" 20 -0.935854966151515
"Gravity Acceleration-std()-Z" "SITTING" 21 -0.965426493882353
"Gravity Acceleration-std()-Z" "SITTING" 22 -0.927950649854839
"Gravity Acceleration-std()-Z" "SITTING" 23 -0.923953600294118
"Gravity Acceleration-std()-Z" "SITTING" 24 -0.963406795735294
"Gravity Acceleration-std()-Z" "SITTING" 25 -0.969459982461538
"Gravity Acceleration-std()-Z" "SITTING" 26 -0.944580863846154
"Gravity Acceleration-std()-Z" "SITTING" 27 -0.967268066
"Gravity Acceleration-std()-Z" "SITTING" 28 -0.956087679583333
"Gravity Acceleration-std()-Z" "SITTING" 29 -0.966032045333333
"Gravity Acceleration-std()-Z" "SITTING" 30 -0.956635663064516
"Gravity Acceleration-std()-Z" "STANDING" 1 -0.976324063584906
"Gravity Acceleration-std()-Z" "STANDING" 2 -0.945927078703704
"Gravity Acceleration-std()-Z" "STANDING" 3 -0.928161577377049
"Gravity Acceleration-std()-Z" "STANDING" 4 -0.899404775267857
"Gravity Acceleration-std()-Z" "STANDING" 5 -0.914608495714286
"Gravity Acceleration-std()-Z" "STANDING" 6 -0.942795062280702
"Gravity Acceleration-std()-Z" "STANDING" 7 -0.939161014716981
"Gravity Acceleration-std()-Z" "STANDING" 8 -0.918293913703704
"Gravity Acceleration-std()-Z" "STANDING" 9 -0.932245295111111
"Gravity Acceleration-std()-Z" "STANDING" 10 -0.959579657727273
"Gravity Acceleration-std()-Z" "STANDING" 11 -0.989433253617021
"Gravity Acceleration-std()-Z" "STANDING" 12 -0.939534099016393
"Gravity Acceleration-std()-Z" "STANDING" 13 -0.976827157368421
"Gravity Acceleration-std()-Z" "STANDING" 14 -0.940757718
"Gravity Acceleration-std()-Z" "STANDING" 15 -0.958810153207547
"Gravity Acceleration-std()-Z" "STANDING" 16 -0.959562830769231
"Gravity Acceleration-std()-Z" "STANDING" 17 -0.969171762179487
"Gravity Acceleration-std()-Z" "STANDING" 18 -0.976044291369863
"Gravity Acceleration-std()-Z" "STANDING" 19 -0.958862043972603
"Gravity Acceleration-std()-Z" "STANDING" 20 -0.942437325616438
"Gravity Acceleration-std()-Z" "STANDING" 21 -0.958590002247191
"Gravity Acceleration-std()-Z" "STANDING" 22 -0.958890201587302
"Gravity Acceleration-std()-Z" "STANDING" 23 -0.947199734411765
"Gravity Acceleration-std()-Z" "STANDING" 24 -0.94618494942029
"Gravity Acceleration-std()-Z" "STANDING" 25 -0.967792578648649
"Gravity Acceleration-std()-Z" "STANDING" 26 -0.964228470675676
"Gravity Acceleration-std()-Z" "STANDING" 27 -0.968169953625
"Gravity Acceleration-std()-Z" "STANDING" 28 -0.951782181518987
"Gravity Acceleration-std()-Z" "STANDING" 29 -0.984464543538462
"Gravity Acceleration-std()-Z" "STANDING" 30 -0.949207368305085
"Gravity Acceleration-std()-Z" "WALKING" 1 -0.947717226105263
"Gravity Acceleration-std()-Z" "WALKING" 2 -0.972072847627119
"Gravity Acceleration-std()-Z" "WALKING" 3 -0.952091795
"Gravity Acceleration-std()-Z" "WALKING" 4 -0.962968112
"Gravity Acceleration-std()-Z" "WALKING" 5 -0.964580803928571
"Gravity Acceleration-std()-Z" "WALKING" 6 -0.957205025789474
"Gravity Acceleration-std()-Z" "WALKING" 7 -0.952159770526316
"Gravity Acceleration-std()-Z" "WALKING" 8 -0.956640104791667
"Gravity Acceleration-std()-Z" "WALKING" 9 -0.955523995576923
"Gravity Acceleration-std()-Z" "WALKING" 10 -0.957862728301887
"Gravity Acceleration-std()-Z" "WALKING" 11 -0.960852684067797
"Gravity Acceleration-std()-Z" "WALKING" 12 -0.9502762272
"Gravity Acceleration-std()-Z" "WALKING" 13 -0.948637587719298
"Gravity Acceleration-std()-Z" "WALKING" 14 -0.947516969830508
"Gravity Acceleration-std()-Z" "WALKING" 15 -0.95805876537037
"Gravity Acceleration-std()-Z" "WALKING" 16 -0.961387254313726
"Gravity Acceleration-std()-Z" "WALKING" 17 -0.956903248196721
"Gravity Acceleration-std()-Z" "WALKING" 18 -0.97248384875
"Gravity Acceleration-std()-Z" "WALKING" 19 -0.929187930961539
"Gravity Acceleration-std()-Z" "WALKING" 20 -0.953850439607843
"Gravity Acceleration-std()-Z" "WALKING" 21 -0.974939388076923
"Gravity Acceleration-std()-Z" "WALKING" 22 -0.955147847391304
"Gravity Acceleration-std()-Z" "WALKING" 23 -0.932981341864407
"Gravity Acceleration-std()-Z" "WALKING" 24 -0.962822966551724
"Gravity Acceleration-std()-Z" "WALKING" 25 -0.944995731216216
"Gravity Acceleration-std()-Z" "WALKING" 26 -0.966231561694915
"Gravity Acceleration-std()-Z" "WALKING" 27 -0.956593490526316
"Gravity Acceleration-std()-Z" "WALKING" 28 -0.944225031851852
"Gravity Acceleration-std()-Z" "WALKING" 29 -0.945981437169811
"Gravity Acceleration-std()-Z" "WALKING" 30 -0.943958420615385
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 1 -0.895939695102041
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 2 -0.931438313191489
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 3 -0.899943947755102
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 4 -0.937753794444444
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 5 -0.927192732978723
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 6 -0.934378766458333
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 7 -0.92875646893617
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 8 -0.897190012631579
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 9 -0.876641297380952
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 10 -0.902085224736842
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 11 -0.925814906086956
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 12 -0.935399348043478
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 13 -0.893962984042553
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 14 -0.879565316666667
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 15 -0.93400831
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 16 -0.910588943191489
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 17 -0.901097766521739
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 18 -0.921661749636364
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 19 -0.899363131794872
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 20 -0.919693532888889
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 21 -0.916324556888889
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 22 -0.906594023333333
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 23 -0.905888257592593
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 24 -0.942207718727273
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 25 -0.92619169637931
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 26 -0.9330817682
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 27 -0.920921521590909
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 28 -0.91705975
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 29 -0.869300904791667
"Gravity Acceleration-std()-Z" "WALKING_DOWNSTAIRS" 30 -0.87766706
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 1 -0.912379410377358
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 2 -0.878004056875
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 3 -0.909469675084746
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 4 -0.919619453269231
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 5 -0.92141958
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 6 -0.906196352156863
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 7 -0.881675909607843
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 8 -0.876168930487805
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 9 -0.89407107877551
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 10 -0.864745838297872
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 11 -0.906933171111111
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 12 -0.938071183269231
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 13 -0.910271096181818
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 14 -0.875450819074074
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 15 -0.92161847875
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 16 -0.907649558823529
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 17 -0.930159843541667
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 18 -0.907839723965517
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 19 -0.83693567475
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 20 -0.904064093529412
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 21 -0.932716253829787
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 22 -0.913153632142857
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 23 -0.902065910392157
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 24 -0.934952938983051
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 25 -0.882722399076923
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 26 -0.929636797636364
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 27 -0.926675381176471
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 28 -0.900514013333333
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 29 -0.858849467142857
"Gravity Acceleration-std()-Z" "WALKING_UPSTAIRS" 30 -0.862402791230769
"Body Acceleration Jerk-mean()-X" "LAYING" 1 0.0810865342
"Body Acceleration Jerk-mean()-X" "LAYING" 2 0.0825972511666667
"Body Acceleration Jerk-mean()-X" "LAYING" 3 0.0769811125806452
"Body Acceleration Jerk-mean()-X" "LAYING" 4 0.0934494217777778
"Body Acceleration Jerk-mean()-X" "LAYING" 5 0.0848164824230769
"Body Acceleration Jerk-mean()-X" "LAYING" 6 0.0963481955263158
"Body Acceleration Jerk-mean()-X" "LAYING" 7 0.0968904018076923
"Body Acceleration Jerk-mean()-X" "LAYING" 8 0.0878326902592593
"Body Acceleration Jerk-mean()-X" "LAYING" 9 0.08807344764
"Body Acceleration Jerk-mean()-X" "LAYING" 10 0.073815064487931
"Body Acceleration Jerk-mean()-X" "LAYING" 11 0.0766645337017544
"Body Acceleration Jerk-mean()-X" "LAYING" 12 0.0854295393833333
"Body Acceleration Jerk-mean()-X" "LAYING" 13 0.0767774832096774
"Body Acceleration Jerk-mean()-X" "LAYING" 14 0.098140384845098
"Body Acceleration Jerk-mean()-X" "LAYING" 15 0.0767515438611111
"Body Acceleration Jerk-mean()-X" "LAYING" 16 0.0783960268571429
"Body Acceleration Jerk-mean()-X" "LAYING" 17 0.077908974656338
"Body Acceleration Jerk-mean()-X" "LAYING" 18 0.0749985010769231
"Body Acceleration Jerk-mean()-X" "LAYING" 19 0.0772317998650602
"Body Acceleration Jerk-mean()-X" "LAYING" 20 0.0892716006470588
"Body Acceleration Jerk-mean()-X" "LAYING" 21 0.0820150201077778
"Body Acceleration Jerk-mean()-X" "LAYING" 22 0.0752202242222222
"Body Acceleration Jerk-mean()-X" "LAYING" 23 0.0831787608333333
"Body Acceleration Jerk-mean()-X" "LAYING" 24 0.08072123275
"Body Acceleration Jerk-mean()-X" "LAYING" 25 0.0879071687671233
"Body Acceleration Jerk-mean()-X" "LAYING" 26 0.0866502529210526
"Body Acceleration Jerk-mean()-X" "LAYING" 27 0.0766268551324324
"Body Acceleration Jerk-mean()-X" "LAYING" 28 0.0780770644
"Body Acceleration Jerk-mean()-X" "LAYING" 29 0.0718861195971014
"Body Acceleration Jerk-mean()-X" "LAYING" 30 0.0752196666428571
"Body Acceleration Jerk-mean()-X" "SITTING" 1 0.0774825199574468
"Body Acceleration Jerk-mean()-X" "SITTING" 2 0.0722564387173913
"Body Acceleration Jerk-mean()-X" "SITTING" 3 0.0726098418653846
"Body Acceleration Jerk-mean()-X" "SITTING" 4 0.0784500239
"Body Acceleration Jerk-mean()-X" "SITTING" 5 0.0749577410909091
"Body Acceleration Jerk-mean()-X" "SITTING" 6 0.0754721635223636
"Body Acceleration Jerk-mean()-X" "SITTING" 7 0.0668519793125
"Body Acceleration Jerk-mean()-X" "SITTING" 8 0.0786713761086957
"Body Acceleration Jerk-mean()-X" "SITTING" 9 0.077005006374
"Body Acceleration Jerk-mean()-X" "SITTING" 10 0.0775372505185185
"Body Acceleration Jerk-mean()-X" "SITTING" 11 0.0761777324716981
"Body Acceleration Jerk-mean()-X" "SITTING" 12 0.0771277656078431
"Body Acceleration Jerk-mean()-X" "SITTING" 13 0.0752865881142857
"Body Acceleration Jerk-mean()-X" "SITTING" 14 0.0741878844074074
"Body Acceleration Jerk-mean()-X" "SITTING" 15 0.0784792788644068
"Body Acceleration Jerk-mean()-X" "SITTING" 16 0.0734346720289855
"Body Acceleration Jerk-mean()-X" "SITTING" 17 0.075070986171875
"Body Acceleration Jerk-mean()-X" "SITTING" 18 0.076622889
"Body Acceleration Jerk-mean()-X" "SITTING" 19 0.0753747129191781
"Body Acceleration Jerk-mean()-X" "SITTING" 20 0.0746568393030303
"Body Acceleration Jerk-mean()-X" "SITTING" 21 0.0757109789882353
"Body Acceleration Jerk-mean()-X" "SITTING" 22 0.0807687311935484
"Body Acceleration Jerk-mean()-X" "SITTING" 23 0.0770022352205882
"Body Acceleration Jerk-mean()-X" "SITTING" 24 0.0763318528529412
"Body Acceleration Jerk-mean()-X" "SITTING" 25 0.0752087009912308
"Body Acceleration Jerk-mean()-X" "SITTING" 26 0.0764443226333333
"Body Acceleration Jerk-mean()-X" "SITTING" 27 0.0779038963571429
"Body Acceleration Jerk-mean()-X" "SITTING" 28 0.0768671621527778
"Body Acceleration Jerk-mean()-X" "SITTING" 29 0.0745438102516667
